0,cabling,0.0972648411989212
1,training,0.17988023161888123
2,scarves,0.04890603944659233
3,pizza,0.21836015582084656
4,oldham,0.11964903771877289
5,shopzilla,0.003544890321791172
6,godsmack,0.11392904072999954
7,helsinki,0.20090577006340027
8,squash,0.08387242257595062
9,carlisle,0.04891212284564972
10,kangaroo,0.13655681908130646
11,nightlife,0.19146916270256042
12,transistor,0.11186587810516357
13,emo,0.11424082517623901
14,shaving,0.0832412838935852
15,composites,0.08716167509555817
16,americas,0.22432810068130493
17,coldplay,0.07045294344425201
18,machining,0.16355791687965393
19,ireland,0.07283211499452591
20,snowboard,0.06977339088916779
21,cheapest,0.08714301139116287
22,medal,0.23259630799293518
23,leaf,0.2233436405658722
24,logos,0.15139073133468628
25,upskirt,0.07110241055488586
26,seals,0.18996112048625946
27,weymouth,0.11031202226877213
28,catering,0.17284227907657623
29,sky,0.19066204130649567
30,canoeing,0.08411184698343277
31,doors,0.19571031630039215
32,bacon,0.20608489215373993
33,conventions,0.08455906063318253
34,rapids,0.2112625539302826
35,ucla,0.16988509893417358
36,worldcat,0.19790461659431458
37,bild,0.07269883155822754
38,darts,0.18832476437091827
39,charges,0.1484747976064682
40,playlists,0.07099397480487823
41,platforms,0.23944315314292908
42,katy,0.20205892622470856
43,disneyland,0.20719149708747864
44,soccer,0.18120376765727997
45,pond,0.17252777516841888
46,surveyors,0.22760717570781708
47,duff,0.10329307615756989
48,comm,0.14873363077640533
49,tetris,0.1474757194519043
50,families,0.15403929352760315
51,bass,0.13318143784999847
52,settled,0.24596935510635376
53,bbw,0.27901971340179443
54,dogs,0.1928662806749344
55,london,0.19010818004608154
56,ballroom,0.14231878519058228
57,nursery,0.1058368980884552
58,graphite,0.13357999920845032
59,webcams,0.08714567124843597
60,thames,0.17244265973567963
61,tittens,0.21041850745677948
62,taylor,0.16382445394992828
63,handbag,0.20776675641536713
64,iron,0.2081506997346878
65,sun,0.19183595478534698
66,earth,0.19114220142364502
67,adverts,0.12346236407756805
68,subset,0.19528460502624512
69,crosses,0.24462062120437622
70,radiohead,0.09346568584442139
71,invite,0.09430332481861115
72,businessman,0.16292686760425568
73,manila,0.1797938048839569
74,thehun,0.13459816575050354
75,monks,0.0995693951845169
76,denim,0.18346334993839264
77,egg,0.18993692100048065
78,usher,0.15195491909980774
79,retriever,0.15786007046699524
80,black,0.1567651927471161
81,spherical,0.21572989225387573
82,faces,0.10555116832256317
83,sauna,0.10414867103099823
84,seminar,0.12927751243114471
85,clerks,0.059712670743465424
86,social,0.18952837586402893
87,dvd,0.10325801372528076
88,tolkien,0.12915967404842377
89,buried,0.127639502286911
90,forte,0.11144103854894638
91,justify,0.2131449580192566
92,aquaculture,0.18109814822673798
93,montserrat,0.1560300886631012
94,vallarta,0.16147112846374512
95,wolves,0.21188901364803314
96,pallet,0.1204364225268364
97,noir,0.08907395601272583
98,tower,0.10855451226234436
99,iu,0.16166850924491882
100,fifa,0.05563810467720032
101,specialist,0.21102356910705566
102,tummy,0.16062800586223602
103,fountain,0.23648707568645477
104,radiohead,0.12222792208194733
105,fireplace,0.2246236801147461
106,affirm,0.1059807538986206
107,powder,0.1970376968383789
108,hopper,0.045922622084617615
109,renders,0.06142328307032585
110,engines,0.1974862515926361
111,participants,0.14198949933052063
112,medals,0.08869931101799011
113,acne,0.043007876724004745
114,generated,0.05455164611339569
115,medications,0.13110017776489258
116,moroccan,0.08482151478528976
117,alarm,0.1734355390071869
118,dreamed,0.21705403923988342
119,cote,0.21897384524345398
120,blinds,0.0825815200805664
121,fedora,0.1763484627008438
122,gibson,0.1399061530828476
123,rainforest,0.06790030002593994
124,evanescence,0.051703669130802155
125,preferably,0.10897016525268555
126,banner,0.10905270278453827
127,vikings,0.2011924386024475
128,neighbors,0.1372876763343811
129,turkey,0.17930938303470612
130,nationality,0.17173916101455688
131,mosque,0.1818382889032364
132,add,0.11533218622207642
133,oaks,0.1569032371044159
134,filme,0.09318313002586365
135,sarasota,0.07707082480192184
136,accelerator,0.07768979668617249
137,yemen,0.16150638461112976
138,scientist,0.19020791351795197
139,lobby,0.20411351323127747
140,candles,0.17431826889514923
141,venom,0.09127411991357803
142,puppets,0.13154853880405426
143,hen,0.2116771638393402
144,galaxies,0.14378531277179718
145,bedroom,0.17669744789600372
146,banner,0.12277278304100037
147,media,0.07530838251113892
148,huskies,0.2327353060245514
149,converse,0.17373378574848175
150,yellowstone,0.12617872655391693
151,philosophical,0.19745656847953796
152,hostels,0.09413480758666992
153,hogtied,0.08751995116472244
154,tissues,0.10012433677911758
155,connecticut,0.03708349168300629
156,mccartney,0.05934081971645355
157,dialysis,0.08855374157428741
158,watercolor,0.09973803907632828
159,altar,0.13535667955875397
160,conservatory,0.21553437411785126
161,cambodia,0.23064132034778595
162,proposes,0.11793467402458191
163,sandwich,0.1698857992887497
164,underoath,0.10008381307125092
165,tuscany,0.20234686136245728
166,afro,0.2660543620586395
167,barron,0.14637047052383423
168,municipalities,0.05945612117648125
169,cambodia,0.1446196734905243
170,courtyard,0.11970607191324234
171,pouring,0.08624552190303802
172,hastings,0.12648817896842957
173,penguins,0.21939533948898315
174,vuitton,0.10715734958648682
175,conservatory,0.26183709502220154
176,regard,0.16566304862499237
177,nautical,0.06718775629997253
178,bangladesh,0.20523129403591156
179,fairies,0.1029183492064476
180,victorian,0.11545979976654053
181,forty,0.19825902581214905
182,towels,0.06990744173526764
183,logo,0.06551462411880493
184,payne,0.1265242099761963
185,librarians,0.09277274459600449
186,vans,0.06260494887828827
187,bras,0.1053776666522026
